ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	test
205646_s_at	1.17E-32	6.70E-34	-16.329706	66.30140876	-2.724351346	PAX6	paired box 6	TRUE
213478_at	1.17E-32	6.71E-34	16.3292617	66.29894308	2.613878381	KAZN	"kazrin, periplakin interacting protein"	TRUE
211362_s_at	1.22E-32	6.96E-34	16.32271733	66.26262189	2.572503125	SERPINB13	serpin family B member 13	TRUE
1554167_a_at	1.25E-32	7.15E-34	16.31790327	66.23590086	2.427356878	GOLGA7	golgin A7	TRUE
1559881_s_at	1.33E-32	7.64E-34	16.30597213	66.16966456	2.066003194	ZNF12	zinc finger protein 12	TRUE
209301_at	1.34E-32	7.69E-34	16.30484452	66.16340377	3.301740307	CA2	carbonic anhydrase 2	TRUE
1557910_at	1.34E-32	7.70E-34	16.30444819	66.16120316	2.903922991	HSP90AB1	heat shock protein 90 alpha family class B member 1	TRUE
212314_at	1.34E-32	7.73E-34	-16.30380138	66.15761185	-2.464234009	SEL1L3	SEL1L family member 3	TRUE
210619_s_at	1.37E-32	7.89E-34	16.30005016	66.13678257	2.261003193	HYAL1	hyaluronoglucosaminidase 1	TRUE
212418_at	1.37E-32	7.92E-34	16.29939331	66.13313517	2.370709261	ELF1	E74 like ETS transcription factor 1	TRUE
210762_s_at	1.47E-32	8.49E-34	16.28697673	66.06417805	2.41861387	DLC1	DLC1 Rho GTPase activating protein	TRUE
202724_s_at	1.51E-32	8.72E-34	16.282105	66.03711758	2.173131612	FOXO1	forkhead box O1	TRUE
1557100_s_at	1.51E-32	8.74E-34	16.28171641	66.03495902	2.239903892	HECTD1	HECT domain E3 ubiquitin protein ligase 1	TRUE
1558687_a_at	1.54E-32	8.88E-34	16.27880458	66.01878364	3.705222099	FOXN1	forkhead box N1	TRUE
1553243_at	1.55E-32	8.99E-34	16.27671603	66.00718101	3.258609976	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	TRUE
207039_at	1.62E-32	9.42E-34	-16.26816089	65.95964928	-3.105575568	CDKN2A	cyclin dependent kinase inhibitor 2A	TRUE
204999_s_at	1.62E-32	9.42E-34	-16.26826037	65.96020202	-3.041588164	ATF5	activating transcription factor 5	TRUE
203543_s_at	1.64E-32	9.52E-34	16.26629615	65.9492878	3.338751657	KLF9	Kruppel like factor 9	TRUE
204780_s_at	1.67E-32	9.72E-34	16.26260835	65.92879543	2.878915375	FAS	Fas cell surface death receptor	TRUE
204137_at	1.71E-32	9.95E-34	16.25830196	65.90486371	2.610281398	GPR137B	G protein-coupled receptor 137B	TRUE
206481_s_at	1.76E-32	1.03E-33	16.25261002	65.87322901	2.599070538	LDB2	LIM domain binding 2	TRUE
208944_at	1.77E-32	1.04E-33	16.2512102	65.8654485	3.698646952	TGFBR2	transforming growth factor beta receptor 2	TRUE
208869_s_at	1.91E-32	1.11E-33	16.23791636	65.79154793	2.177661733	GABARAPL1	GABA type A receptor associated protein like 1	TRUE
213993_at	1.95E-32	1.14E-33	16.23317293	65.76517441	2.193154351	SPON1	spondin 1	TRUE
1555832_s_at	1.97E-32	1.16E-33	16.23139214	65.75527253	2.359604177	KLF6	Kruppel like factor 6	TRUE
214599_at	2.01E-32	1.18E-33	16.22816304	65.7373167	4.376446479	IVL	involucrin	TRUE
213484_at	2.03E-32	1.19E-33	-16.22634494	65.72720641	-2.629552318	ADD2	adducin 2	TRUE
203140_at	2.27E-32	1.33E-33	16.20564674	65.61207968	3.184223838	BCL6	B-cell CLL/lymphoma 6	TRUE
205493_s_at	2.30E-32	1.35E-33	-16.20293543	65.59699544	-3.009912111	DPYSL4	dihydropyrimidinase like 4	TRUE
212940_at	2.30E-32	1.36E-33	16.20271405	65.59576376	2.350914324	COL6A1	collagen type VI alpha 1 chain	TRUE
210017_at	2.33E-32	1.38E-33	16.20017133	65.58161668	2.368307839	MALT1	MALT1 paracaspase	TRUE
211139_s_at	2.34E-32	1.38E-33	16.19954416	65.57812712	2.032941924	NAB1	NGFI-A binding protein 1	TRUE
209436_at	2.47E-32	1.46E-33	16.18954795	65.52250303	2.583843671	SPON1	spondin 1	TRUE
210517_s_at	2.49E-32	1.47E-33	16.18827827	65.51543708	2.824173743	AKAP12	A-kinase anchoring protein 12	TRUE
210665_at	2.51E-32	1.49E-33	16.18624898	65.50414339	2.305315921	TFPI	tissue factor pathway inhibitor	TRUE
207043_s_at	2.56E-32	1.51E-33	16.18287592	65.48537024	2.016845178	SLC6A9	solute carrier family 6 member 9	TRUE
212798_s_at	2.62E-32	1.56E-33	16.17802169	65.4583513	2.002008387	ANKMY2	ankyrin repeat and MYND domain containing 2	TRUE
213290_at	2.62E-32	1.55E-33	16.178125	65.4589263	2.374252152	COL6A2	collagen type VI alpha 2 chain	TRUE
205882_x_at	2.66E-32	1.58E-33	16.175088	65.44202089	2.096080069	ADD3	adducin 3	TRUE
201286_at	2.79E-32	1.66E-33	16.16599282	65.39138661	2.675648464	SDC1	syndecan 1	TRUE
211062_s_at	2.90E-32	1.73E-33	16.1592038	65.35358515	2.626989758	GPR78///CPZ	G protein-coupled receptor 78///carboxypeptidase Z	TRUE
201332_s_at	3.07E-32	1.83E-33	16.14888385	65.29611375	2.340362295	STAT6	signal transducer and activator of transcription 6	TRUE
211366_x_at	3.34E-32	2.00E-33	16.13278206	65.2064202	2.426852059	CASP1	caspase 1	TRUE
204760_s_at	3.35E-32	2.01E-33	16.13210883	65.20266938	3.114880894	NR1D1///THRA	"nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha"	TRUE
203999_at	3.38E-32	2.03E-33	-16.13040501	65.19317664	-3.745288048	SYT1	synaptotagmin 1	TRUE
210341_at	3.38E-32	2.03E-33	-16.13001962	65.19102942	-2.599754801	MYT1	myelin transcription factor 1	TRUE
201646_at	3.54E-32	2.13E-33	16.12154382	65.14380182	2.460179359	SCARB2	scavenger receptor class B member 2	TRUE
213004_at	3.67E-32	2.21E-33	16.11517449	65.10830639	2.426885998	ANGPTL2	angiopoietin like 2	TRUE
211352_s_at	3.74E-32	2.25E-33	16.11160033	65.08838617	2.502353732	NCOA3	nuclear receptor coactivator 3	TRUE
214027_x_at	3.79E-32	2.28E-33	16.10905052	65.07417418	2.407686518	SUPT20H///DES	"SPT20 homolog, SAGA complex component///desmin"	TRUE
209488_s_at	3.81E-32	2.30E-33	16.10800126	65.06832566	2.591696903	RBPMS	RNA binding protein with multiple splicing	TRUE
1554762_a_at	3.83E-32	2.31E-33	16.10684937	65.06190496	2.124939714	WWC2///CLDN22	WW and C2 domain containing 2///claudin 22	TRUE
207165_at	4.02E-32	2.43E-33	-16.09759494	65.01031502	-2.768923765	HMMR	hyaluronan mediated motility receptor	TRUE
203007_x_at	4.23E-32	2.57E-33	16.08816638	64.95774477	2.416174556	LYPLA1	lysophospholipase I	TRUE
213016_at	4.47E-32	2.72E-33	16.07782168	64.90005531	2.158499412	BBX	"BBX, HMG-box containing"	TRUE
212014_x_at	5.17E-32	3.15E-33	16.05148841	64.75314972	3.305019272	CD44	CD44 molecule (Indian blood group)	TRUE
202733_at	5.24E-32	3.19E-33	16.04886894	64.73853234	2.584364946	LOC101927705///P4HA2	uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2	TRUE
203554_x_at	5.28E-32	3.22E-33	-16.04722053	64.7293334	-2.130809084	PTTG1	pituitary tumor-transforming 1	TRUE
213712_at	5.37E-32	3.28E-33	-16.04408532	64.71183655	-2.903888118	ELOVL2	ELOVL fatty acid elongase 2	TRUE
203820_s_at	5.41E-32	3.31E-33	-16.04247588	64.70285417	-3.028418822	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	TRUE
201193_at	5.60E-32	3.43E-33	16.03610963	64.66732125	2.062667551	IDH1	"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"	TRUE
200664_s_at	5.66E-32	3.47E-33	16.03416054	64.65644161	2.088068974	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	TRUE
201120_s_at	6.23E-32	3.82E-33	16.01677777	64.55939445	2.740935608	PGRMC1	progesterone receptor membrane component 1	TRUE
203582_s_at	6.57E-32	4.05E-33	16.00655451	64.50230327	2.748149906	SPHAR///RAB4A	"S-phase response (cyclin related)///RAB4A, member RAS oncogene family"	TRUE
212122_at	7.07E-32	4.37E-33	15.99272094	64.42503252	2.045017012	RHOQ	ras homolog family member Q	TRUE
201021_s_at	7.08E-32	4.37E-33	15.99252569	64.42394178	2.266190844	DSTN	"destrin, actin depolymerizing factor"	TRUE
214251_s_at	7.18E-32	4.44E-33	15.98986714	64.40908939	2.205680787	NUMA1	nuclear mitotic apparatus protein 1	TRUE
211744_s_at	7.62E-32	4.72E-33	15.97877807	64.34713041	2.173632381	CD58	CD58 molecule	TRUE
201367_s_at	8.07E-32	5.01E-33	15.96815755	64.28777707	3.426978	ZFP36L2	ZFP36 ring finger protein like 2	TRUE
204834_at	8.25E-32	5.13E-33	15.96416838	64.26548019	3.36100618	FGL2	fibrinogen like 2	TRUE
213558_at	8.37E-32	5.21E-33	-15.96122268	64.24901458	-2.625962496	PCLO	piccolo presynaptic cytomatrix protein	TRUE
210564_x_at	8.79E-32	5.48E-33	15.95222485	64.19871349	2.525137908	CFLAR	CASP8 and FADD like apoptosis regulator	TRUE
204997_at	9.90E-32	6.18E-33	15.93065462	64.07809292	2.150250661	GPD1	glycerol-3-phosphate dehydrogenase 1	TRUE
206011_at	1.01E-31	6.30E-33	15.92713546	64.05840905	2.614336696	CASP1	caspase 1	TRUE
205027_s_at	1.04E-31	6.48E-33	15.92216655	64.030614	2.576987801	MAP3K8	mitogen-activated protein kinase kinase kinase 8	TRUE
213924_at	1.11E-31	6.98E-33	15.90891272	63.95646189	2.89326709	GNAL	G protein subunit alpha L	TRUE
211708_s_at	1.12E-31	7.03E-33	15.90764409	63.94936324	2.334626582	SCD	stearoyl-CoA desaturase	TRUE
211559_s_at	1.12E-31	7.06E-33	15.90696995	63.94559099	2.385001209	CCNG2	cyclin G2	TRUE
201887_at	1.13E-31	7.09E-33	15.90609422	63.94069062	2.904719363	IL13RA1	interleukin 13 receptor subunit alpha 1	TRUE
202196_s_at	1.18E-31	7.43E-33	15.89789026	63.89477955	2.537397324	DKK3	dickkopf WNT signaling pathway inhibitor 3	TRUE
213994_s_at	1.21E-31	7.60E-33	15.8936618	63.87111341	3.10402062	SPON1	spondin 1	TRUE
209871_s_at	1.23E-31	7.76E-33	-15.89003062	63.85078857	-2.86139186	APBA2	amyloid beta precursor protein binding family A member 2	TRUE
204326_x_at	1.26E-31	7.94E-33	15.88586086	63.82744749	2.310888699	MT1X	metallothionein 1X	TRUE
201070_x_at	1.31E-31	8.30E-33	15.87801368	63.78351621	2.28787516	SF3B1	splicing factor 3b subunit 1	TRUE
1557905_s_at	1.32E-31	8.37E-33	15.87650106	63.77504729	3.315391212	CD44	CD44 molecule (Indian blood group)	TRUE
209799_at	1.36E-31	8.60E-33	15.87167768	63.74804027	2.040180249	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	TRUE
213110_s_at	1.37E-31	8.68E-33	15.87002275	63.73877349	3.186124363	COL4A5	collagen type IV alpha 5 chain	TRUE
202089_s_at	1.40E-31	8.90E-33	15.86550301	63.71346357	2.379695272	SLC39A6	solute carrier family 39 member 6	TRUE
201333_s_at	1.45E-31	9.21E-33	15.85932943	63.67888886	2.633819824	ARHGEF12	Rho guanine nucleotide exchange factor 12	TRUE
207076_s_at	1.54E-31	9.76E-33	15.84904612	63.62128898	2.593184425	ASS1	argininosuccinate synthase 1	TRUE
209306_s_at	1.57E-31	1.00E-32	15.84461143	63.5964455	2.321874516	SWAP70	SWAP switching B-cell complex 70kDa subunit	TRUE
206737_at	1.59E-31	1.01E-32	15.84264807	63.58544592	2.00628602	WNT11	Wnt family member 11	TRUE
1553148_a_at	1.70E-31	1.08E-32	15.83046505	63.51718238	2.078997302	SNX13	sorting nexin 13	TRUE
207843_x_at	1.70E-31	1.08E-32	15.83057483	63.51779756	2.102042696	CYB5A	cytochrome b5 type A	TRUE
201408_at	1.75E-31	1.12E-32	15.82511135	63.48717972	2.374134281	PPP1CB	protein phosphatase 1 catalytic subunit beta	TRUE
202950_at	1.77E-31	1.13E-32	15.82269613	63.4736436	2.030264812	CRYZ	crystallin zeta	TRUE
203585_at	1.90E-31	1.22E-32	15.80915936	63.39776523	2.277357725	ZNF185	zinc finger protein 185 (LIM domain)	TRUE
206355_at	1.93E-31	1.24E-32	15.80628146	63.38163113	2.415830297	GNAL	G protein subunit alpha L	TRUE
205188_s_at	1.93E-31	1.24E-32	15.80631781	63.3818349	2.427012576	SMAD5	SMAD family member 5	TRUE
202575_at	1.99E-31	1.28E-32	15.80092039	63.35157343	2.709366618	CRABP2	cellular retinoic acid binding protein 2	TRUE
204540_at	2.21E-31	1.42E-32	-15.78184966	63.24462593	-3.026748103	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	TRUE
201058_s_at	2.33E-31	1.50E-32	15.77190967	63.18886781	3.182412958	MYL9	myosin light chain 9	TRUE
203935_at	2.58E-31	1.67E-32	15.7534036	63.08503093	2.095525901	ACVR1	activin A receptor type 1	TRUE
209239_at	2.62E-31	1.70E-32	15.75023695	63.06725936	2.40008118	NFKB1	nuclear factor kappa B subunit 1	TRUE
209896_s_at	2.65E-31	1.72E-32	15.74779341	63.05354524	2.037251097	PTPN11	"protein tyrosine phosphatase, non-receptor type 11"	TRUE
207291_at	2.65E-31	1.72E-32	15.74785162	63.05387197	2.371421773	PRRG4	proline rich and Gla domain 4	TRUE
202729_s_at	2.65E-31	1.72E-32	15.7475199	63.05201014	2.167756083	LTBP1	latent transforming growth factor beta binding protein 1	TRUE
206159_at	2.65E-31	1.73E-32	15.74724382	63.05046066	2.291351743	GDF10	growth differentiation factor 10	TRUE
213609_s_at	2.68E-31	1.74E-32	-15.74569765	63.04178254	-2.95292037	SEZ6L	seizure related 6 homolog like	TRUE
203145_at	2.73E-31	1.78E-32	-15.74218622	63.0220731	-2.315033103	SPAG5	sperm associated antigen 5	TRUE
1555416_a_at	2.73E-31	1.78E-32	15.74152665	63.01837086	3.87629404	ALOX15B	"arachidonate 15-lipoxygenase, type B"	TRUE
208789_at	2.78E-31	1.82E-32	15.73816818	62.99951854	2.590087043	PTRF	polymerase I and transcript release factor	TRUE
209070_s_at	2.82E-31	1.84E-32	15.73578352	62.98613188	2.951375673	RGS5	regulator of G-protein signaling 5	TRUE
203629_s_at	2.84E-31	1.86E-32	15.73425071	62.97752691	2.056137118	COG5	component of oligomeric golgi complex 5	TRUE
211074_at	2.89E-31	1.89E-32	15.7312182	62.9605021	2.526558607	FOLR1	folate receptor 1	TRUE
204017_at	2.91E-31	1.90E-32	15.7298914	62.953053	2.847881722	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	TRUE
1554106_at	2.93E-31	1.92E-32	15.72833693	62.94432545	2.100375544	NBEAL1	neurobeachin like 1	TRUE
204260_at	2.93E-31	1.92E-32	-15.72810098	62.94300066	-3.533395494	CHGB	chromogranin B	TRUE
202509_s_at	3.05E-31	2.00E-32	15.72102449	62.90326649	2.352865551	TNFAIP2	TNF alpha induced protein 2	TRUE
205165_at	3.08E-31	2.02E-32	-15.71891669	62.89143029	-2.371974018	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3	TRUE
211162_x_at	3.09E-31	2.03E-32	15.71809098	62.88679342	2.414811372	SCD	stearoyl-CoA desaturase	TRUE
211368_s_at	3.21E-31	2.11E-32	15.71121021	62.84815106	2.92624622	CASP1	caspase 1	TRUE
206061_s_at	3.42E-31	2.26E-32	15.69964145	62.78316985	2.261011533	DICER1	"dicer 1, ribonuclease III"	TRUE
202709_at	3.65E-31	2.41E-32	15.68777173	62.71648364	2.648515975	FMOD	fibromodulin	TRUE
209835_x_at	3.69E-31	2.44E-32	15.68564928	62.70455783	3.433429751	CD44	CD44 molecule (Indian blood group)	TRUE
205227_at	4.00E-31	2.65E-32	15.67113384	62.62298437	2.354432669	IL1RAP	interleukin 1 receptor accessory protein	TRUE
1555972_s_at	4.26E-31	2.82E-32	15.65968058	62.55860422	2.032925255	FBXO28	F-box protein 28	TRUE
214658_at	4.37E-31	2.89E-32	15.65536512	62.53434293	2.241916746	TMED7-TICAM2///TMED7	TMED7-TICAM2 readthrough///transmembrane p24 trafficking protein 7	TRUE
213189_at	4.46E-31	2.96E-32	15.65151314	62.51268569	2.434320617	MINA	MYC induced nuclear antigen	TRUE
203630_s_at	4.47E-31	2.96E-32	15.65109163	62.51031574	2.067831303	COG5	component of oligomeric golgi complex 5	TRUE
203697_at	4.58E-31	3.04E-32	15.64647162	62.48433812	2.727797214	FRZB	frizzled-related protein	TRUE
212865_s_at	4.73E-31	3.14E-32	15.64058777	62.45125096	2.708254596	COL14A1	collagen type XIV alpha 1 chain	TRUE
204168_at	4.77E-31	3.18E-32	15.63882051	62.44131229	2.120299608	MGST2	microsomal glutathione S-transferase 2	TRUE
203083_at	5.07E-31	3.38E-32	15.62768157	62.37866184	3.549308914	THBS2	thrombospondin 2	TRUE
204779_s_at	5.12E-31	3.42E-32	15.62585453	62.36838448	2.095683777	HOXB7	homeobox B7	TRUE
204315_s_at	5.33E-31	3.56E-32	-15.61832808	62.32604364	-2.698010682	GTSE1	G2 and S-phase expressed 1	TRUE
200952_s_at	5.34E-31	3.57E-32	15.61784065	62.32330137	2.786751368	CCND2	cyclin D2	TRUE
211772_x_at	5.52E-31	3.70E-32	-15.6116641	62.28854983	-2.621116205	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	TRUE
202132_at	5.60E-31	3.75E-32	15.60916742	62.27450147	2.229204974	WWTR1	WW domain containing transcription regulator 1	TRUE
201506_at	5.64E-31	3.79E-32	15.60753525	62.26531722	3.336725199	TGFBI	transforming growth factor beta induced	TRUE
201034_at	5.78E-31	3.89E-32	15.60289488	62.23920425	2.09111395	ADD3	adducin 3	TRUE
207265_s_at	6.21E-31	4.19E-32	15.58953179	62.1639931	2.110658322	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	TRUE
202600_s_at	6.24E-31	4.21E-32	15.58877214	62.15971704	2.448673942	NRIP1	nuclear receptor interacting protein 1	TRUE
209885_at	6.61E-31	4.47E-32	15.57807572	62.0995006	2.391590927	RHOD	ras homolog family member D	TRUE
200632_s_at	7.29E-31	4.94E-32	15.56033075	61.99957778	2.718879395	NDRG1	N-myc downstream regulated 1	TRUE
204341_at	7.48E-31	5.07E-32	15.55565535	61.97324497	2.037453753	TRIM16	tripartite motif containing 16	TRUE
209644_x_at	7.51E-31	5.09E-32	-15.55484009	61.96865305	-2.442872954	CDKN2A	cyclin dependent kinase inhibitor 2A	TRUE
209357_at	7.58E-31	5.14E-32	15.55318115	61.95930891	2.816430847	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	TRUE
214305_s_at	7.79E-31	5.29E-32	15.54818189	61.93114831	2.07070959	SF3B1	splicing factor 3b subunit 1	TRUE
1555724_s_at	8.18E-31	5.57E-32	15.53897259	61.87926611	2.77943739	TAGLN	transgelin	TRUE
214023_x_at	9.13E-31	6.23E-32	-15.51903849	61.76693422	-4.038592745	TUBB2B	tubulin beta 2B class IIb	TRUE
200701_at	9.32E-31	6.37E-32	15.51508518	61.74465187	2.183214322	NPC2	NPC intracellular cholesterol transporter 2	TRUE
213601_at	9.44E-31	6.46E-32	-15.51267751	61.73108052	-2.538593876	SLIT1	slit guidance ligand 1	TRUE
212298_at	1.01E-30	6.93E-32	15.50014619	61.66043566	3.044137062	NRP1	neuropilin 1	TRUE
203231_s_at	1.03E-30	7.05E-32	15.49719651	61.64380462	2.36431294	ATXN1	ataxin 1	TRUE
207267_s_at	1.04E-30	7.12E-32	-15.49530466	61.63313743	-2.781278203	RIPPLY3	ripply transcriptional repressor 3	TRUE
201667_at	1.05E-30	7.22E-32	15.49299216	61.6200979	4.493754455	GJA1	gap junction protein alpha 1	TRUE
203019_x_at	1.07E-30	7.37E-32	-15.48929955	61.59927521	-2.276790283	SSX2IP	SSX family member 2 interacting protein	TRUE
212713_at	1.12E-30	7.69E-32	15.48178397	61.55689042	3.541980701	MFAP4	microfibrillar associated protein 4	TRUE
206432_at	1.13E-30	7.74E-32	15.48052006	61.54976192	2.746706801	HAS2	hyaluronan synthase 2	TRUE
1567107_s_at	1.14E-30	7.86E-32	15.4778534	61.53472137	2.485432341	TPM4	tropomyosin 4	TRUE
205128_x_at	1.15E-30	7.91E-32	15.47674562	61.52847304	2.779653159	PTGS1	prostaglandin-endoperoxide synthase 1	TRUE
200872_at	1.20E-30	8.26E-32	15.46909153	61.48529734	3.704408768	S100A10	S100 calcium binding protein A10	TRUE
209970_x_at	1.20E-30	8.28E-32	15.46858269	61.48242683	2.609473915	CASP1	caspase 1	TRUE
203758_at	1.25E-30	8.69E-32	15.45997193	61.43384713	2.458372511	CTSO	cathepsin O	TRUE
208433_s_at	1.27E-30	8.82E-32	-15.45745121	61.41962446	-3.015449792	LRP8	LDL receptor related protein 8	TRUE
209099_x_at	1.28E-30	8.90E-32	15.45581064	61.41036757	2.66726709	JAG1	jagged 1	TRUE
206027_at	1.33E-30	9.24E-32	15.44909964	61.37249781	2.399126019	S100A3	S100 calcium binding protein A3	TRUE
206014_at	1.37E-30	9.53E-32	-15.44371941	61.34213424	-2.703286324	ACTL6B	actin like 6B	TRUE
204822_at	1.64E-30	1.14E-31	-15.41156504	61.16060875	-2.892676859	TTK	TTK protein kinase	TRUE
209581_at	1.67E-30	1.17E-31	15.40807228	61.1408843	2.819962384	PLA2G16	phospholipase A2 group XVI	TRUE
209389_x_at	1.81E-30	1.27E-31	15.39339545	61.05798748	2.184065517	DBI	"diazepam binding inhibitor, acyl-CoA binding protein"	TRUE
204427_s_at	2.00E-30	1.40E-31	15.37538356	60.95622431	2.853559574	TMED2	transmembrane p24 trafficking protein 2	TRUE
202381_at	2.05E-30	1.44E-31	15.3705521	60.92892208	2.129926247	ADAM9	ADAM metallopeptidase domain 9	TRUE
204686_at	2.10E-30	1.47E-31	15.36658274	60.90648981	2.136308223	IRS1	insulin receptor substrate 1	TRUE
203998_s_at	2.23E-30	1.57E-31	-15.35556694	60.84422731	-3.462480179	SYT1	synaptotagmin 1	TRUE
212501_at	2.23E-30	1.57E-31	15.35530003	60.84271851	2.574573179	CEBPB	CCAAT/enhancer binding protein beta	TRUE
203358_s_at	2.23E-30	1.58E-31	-15.35457786	60.83863633	-2.364467151	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	TRUE
206701_x_at	2.24E-30	1.58E-31	15.35410433	60.83595954	2.185404665	EDNRB	endothelin receptor type B	TRUE
201339_s_at	2.26E-30	1.60E-31	15.35212729	60.82478352	2.061053277	SCP2	sterol carrier protein 2	TRUE
202990_at	2.28E-30	1.61E-31	15.35076367	60.8170749	2.800186578	PYGL	"phosphorylase, glycogen, liver"	TRUE
209366_x_at	2.34E-30	1.66E-31	15.34571807	60.78855015	2.104704016	CYB5A	cytochrome b5 type A	TRUE
201150_s_at	2.36E-30	1.67E-31	15.34396245	60.77862438	3.079845368	TIMP3	TIMP metallopeptidase inhibitor 3	TRUE
200648_s_at	2.47E-30	1.75E-31	15.33626116	60.73507977	2.142808634	GLUL	glutamate-ammonia ligase	TRUE
213587_s_at	2.50E-30	1.77E-31	-15.33373683	60.72080539	-2.170855424	ATP6V0E2	ATPase H+ transporting V0 subunit e2	TRUE
214120_at	2.79E-30	1.99E-31	-15.31376828	60.60786683	-2.57359159	RFPL1S	RFPL1 antisense RNA 1	TRUE
209281_s_at	2.82E-30	2.01E-31	15.31152377	60.59516986	2.261371739	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	TRUE
200965_s_at	2.90E-30	2.07E-31	15.30654499	60.56700351	3.175149729	ABLIM1	actin binding LIM protein 1	TRUE
212831_at	3.05E-30	2.18E-31	15.29763561	60.5165945	2.133903707	MEGF9	multiple EGF like domains 9	TRUE
203903_s_at	3.05E-30	2.18E-31	15.29748289	60.51573037	2.541965513	HEPH	hephaestin	TRUE
204787_at	3.11E-30	2.23E-31	15.29345584	60.49294281	2.797460323	VSIG4	V-set and immunoglobulin domain containing 4	TRUE
210563_x_at	3.15E-30	2.26E-31	15.29112591	60.47975788	2.329808832	CFLAR	CASP8 and FADD like apoptosis regulator	TRUE
203698_s_at	3.34E-30	2.39E-31	15.28077465	60.42117429	2.060047293	FRZB	frizzled-related protein	TRUE
